,m5XiUJ
15223,79.0
15224,78.0
15225,78.0
15226,84.0
15227,85.0
15228,84.0
15229,84.0
15230,85.0
15231,87.0
15232,84.0
15233,85.0
15234,89.0
15235,90.0
15236,87.0
15237,86.0
15238,87.0
15239,87.0
15240,85.0
15241,85.0
15242,80.0
15243,81.0
15244,82.0
15245,83.0
15246,85.0
15247,83.0
15248,83.0
15249,84.0
15250,86.0
15251,86.0
15252,85.0
15253,85.0
15254,84.0
15255,82.0
15256,89.0
15257,89.0
15258,89.0
15259,89.0
15260,91.0
15261,106.0
15262,106.0
15263,106.0
15264,106.0
15265,101.0
15266,102.0
15267,102.0
15268,105.0
15269,107.0
15270,88.0
15271,89.0
15272,89.0
15273,89.0
15274,93.0
15275,91.0
15276,94.0
15277,90.0
15278,94.0
15279,92.0
15280,93.0
15281,92.0
15282,93.0
15283,95.0
15284,95.0
15285,97.0
15286,97.0
15287,97.0
15288,98.0
15289,97.0
15290,97.0
15291,101.0
15292,102.0
15293,101.0
15294,101.0
15295,101.0
15296,99.0
15297,100.0
15298,110.0
15299,110.0
15300,104.0
15301,103.0
15302,103.0
15303,104.0
15304,103.0
15305,102.0
15306,101.0
15307,96.0
15308,97.0
15309,96.0
15310,96.0
15311,95.0
15312,95.0
15313,95.0
15314,95.0
15315,95.0
15316,95.0
15317,94.0
15318,94.0
15319,93.0
15320,95.0
15321,95.0
15322,93.0
15323,93.0
15324,89.0
15325,92.0
15326,92.0
15327,96.0
15328,96.0
15329,98.0
15330,93.0
15331,95.0
15332,95.0
15333,98.0
15334,94.0
15335,86.0
15336,82.0
15337,84.0
15338,86.0
15339,86.0
15340,86.0
15341,88.0
15342,87.0
15343,89.0
15344,87.0
15345,86.0
15346,84.0
15347,80.0
15348,80.0
15349,80.0
15350,78.0
15351,77.0
15352,72.0
15353,72.0
15354,71.0
15355,75.0
15356,75.0
15357,77.0
15358,85.0
15359,83.0
15360,82.0
15361,83.0
15362,83.0
15363,93.0
15364,91.0
15365,90.0
15366,88.0
15367,89.0
15368,89.0
15369,89.0
15370,89.0
15371,88.0
15372,81.0
15373,81.0
15374,81.0
15375,81.0
15376,82.0
15377,79.0
15378,79.0
15379,79.0
15380,84.0
15381,85.0
15382,87.0
15383,91.0
15384,90.0
15385,91.0
15386,91.0
15387,91.0
15388,91.0
15389,91.0
15390,92.0
15391,94.0
15392,94.0
15393,95.0
15394,93.0
15395,93.0
15396,94.0
15397,92.0
15398,93.0
15399,91.0
15400,94.0
15401,90.0
15402,91.0
15403,90.0
15404,90.0
15405,89.0
15406,91.0
15407,92.0
15408,94.0
15409,87.0
15410,86.0
15411,88.0
15412,85.0
15413,85.0
15414,84.0
15415,78.0
15416,78.0
15417,75.0
15418,82.0
15419,87.0
15420,83.0
15421,83.0
15422,84.0
15423,91.0
15424,90.0
15425,95.0
15426,94.0
15427,91.0
15428,88.0
15429,88.0
15430,90.0
15431,90.0
15432,86.0
15433,86.0
15434,85.0
15435,80.0
15436,82.0
15437,81.0
15438,81.0
15439,80.0
15440,80.0
15441,80.0
15442,80.0
15443,80.0
15444,85.0
15445,86.0
15446,85.0
15447,86.0
15448,86.0
15449,83.0
15450,83.0
15451,82.0
15452,83.0
15453,81.0
15454,86.0
15455,90.0
15456,92.0
15457,93.0
15458,94.0
15459,93.0
15460,94.0
15461,94.0
15462,94.0
15463,97.0
15464,99.0
15465,96.0
15466,95.0
15467,94.0
15468,98.0
15469,97.0
15470,94.0
15471,94.0
15472,100.0
15473,100.0
15474,97.0
15475,97.0
15476,96.0
15477,99.0
15478,102.0
15479,102.0
15480,99.0
15481,98.0
15482,96.0
15483,96.0
15484,96.0
15485,95.0
15486,98.0
15487,98.0
15488,98.0
15489,93.0
15490,94.0
15491,93.0
15492,93.0
15493,94.0
15494,95.0
15495,96.0
15496,92.0
15497,93.0
15498,93.0
15499,89.0
15500,89.0
15501,89.0
15502,88.0
15503,89.0
15504,85.0
15505,90.0
15506,91.0
15507,93.0
15508,93.0
15509,93.0
15510,90.0
15511,93.0
15512,93.0
15513,96.0
15514,96.0
15515,97.0
15516,99.0
15517,113.0
15518,108.0
15519,119.0
15520,123.0
15521,120.0
15522,120.0
15523,124.0
15524,123.0
15525,123.0
15526,123.0
15527,125.0
15528,115.0
15529,116.0
15530,112.0
15531,110.0
15532,112.0
15533,114.0
15534,113.0
15535,113.0
15536,111.0
15537,108.0
15538,107.0
15539,105.0
15540,105.0
15541,99.0
15542,102.0
15543,106.0
15544,105.0
15545,106.0
15546,101.0
15547,101.0
15548,101.0
15549,101.0
15550,103.0
15551,100.0
15552,95.0
15553,99.0
15554,96.0
15555,96.0
15556,96.0
15557,96.0
15558,96.0
15559,92.0
15560,90.0
15561,90.0
15562,91.0
15563,90.0
15564,94.0
15565,94.0
15566,94.0
15567,94.0
15568,93.0
15569,91.0
15570,91.0
15571,91.0
15572,92.0
15573,94.0
15574,94.0
15575,95.0
15576,99.0
15577,98.0
15578,98.0
15579,95.0
15580,94.0
15581,94.0
15582,103.0
15583,105.0
15584,108.0
15585,105.0
15586,105.0
15587,101.0
15588,101.0
15589,106.0
15590,106.0
15591,87.0
15592,83.0
15593,77.0
15594,77.0
15595,77.0
15596,77.0
15597,76.0
15598,76.0
15599,76.0
15600,73.0
15601,73.0
15602,73.0
15603,73.0
15604,73.0
15605,73.0
15606,70.0
15607,75.0
15608,76.0
15609,76.0
15610,77.0
15611,77.0
15612,77.0
15613,82.0
15614,82.0
15615,78.0
15616,78.0
15617,91.0
15618,91.0
15619,92.0
15620,94.0
15621,95.0
15622,94.0
15623,94.0
15624,92.0
15625,92.0
15626,92.0
15627,97.0
15628,97.0
15629,98.0
15630,98.0
15631,98.0
15632,98.0
15633,98.0
15634,99.0
15635,100.0
15636,95.0
15637,97.0
15638,95.0
15639,95.0
15640,94.0
15641,94.0
15642,94.0
15643,93.0
15644,100.0
15645,100.0
15646,98.0
15647,97.0
15648,97.0
15649,97.0
15650,93.0
15651,93.0
15652,92.0
15653,92.0
15654,90.0
15655,90.0
15656,86.0
15657,85.0
15658,86.0
15659,96.0
15660,96.0
15661,96.0
15662,98.0
15663,92.0
15664,92.0
15665,92.0
15666,92.0
15667,93.0
15668,94.0
15669,94.0
15670,94.0
15671,92.0
15672,94.0
15673,95.0
15674,96.0
15675,94.0
15676,94.0
15677,93.0
15678,93.0
15679,93.0
15680,95.0
15681,89.0
15682,92.0
15683,91.0
15684,90.0
15685,90.0
15686,87.0
15687,87.0
15688,88.0
15689,75.0
15690,74.0
15691,76.0
15692,76.0
15693,76.0
15694,75.0
15695,75.0
15696,74.0
15697,73.0
15698,73.0
15699,73.0
15700,73.0
15701,66.0
15702,73.0
15703,74.0
15704,75.0
15705,75.0
15706,75.0
15707,74.0
15708,73.0
15709,82.0
15710,83.0
15711,77.0
15712,75.0
15713,71.0
15714,71.0
15715,71.0
15716,71.0
15717,72.0
15718,68.0
15719,74.0
15720,75.0
15721,75.0
15722,78.0
15723,78.0
15724,78.0
15725,78.0
15726,79.0
15727,84.0
15728,70.0
15729,71.0
15730,71.0
15731,73.0
15732,72.0
15733,72.0
15734,72.0
15735,70.0
15736,65.0
15737,66.0
15738,69.0
15739,69.0
15740,68.0
15741,72.0
15742,72.0
15743,72.0
15744,71.0
15745,68.0
15746,70.0
15747,72.0
15748,74.0
15749,79.0
15750,79.0
15751,79.0
15752,79.0
15753,79.0
15754,80.0
15755,81.0
15756,80.0
15757,84.0
15758,88.0
15759,89.0
15760,93.0
15761,93.0
15762,93.0
15763,93.0
15764,97.0
15765,98.0
15766,98.0
15767,97.0
15768,97.0
15769,100.0
15770,102.0
15771,102.0
15772,104.0
15773,104.0
15774,104.0
15775,101.0
15776,101.0
15777,104.0
15778,104.0
15779,105.0
15780,108.0
15781,107.0
15782,111.0
15783,109.0
15784,107.0
15785,108.0
15786,108.0
15787,111.0
15788,113.0
15789,113.0
15790,113.0
15791,114.0
15792,119.0
15793,118.0
15794,115.0
15795,115.0
15796,111.0
15797,111.0
15798,111.0
15799,112.0
15800,111.0
15801,105.0
15802,107.0
15803,113.0
15804,118.0
15805,117.0
15806,119.0
15807,119.0
15808,122.0
15809,122.0
15810,122.0
15811,120.0
15812,117.0
15813,124.0
15814,125.0
15815,120.0
15816,121.0
15817,120.0
15818,120.0
15819,120.0
15820,120.0
15821,116.0
15822,118.0
15823,113.0
15824,115.0
15825,114.0
15826,115.0
15827,119.0
15828,124.0
15829,130.0
15830,130.0
15831,125.0
15832,122.0
15833,122.0
15834,125.0
15835,129.0
15836,134.0
15837,131.0
15838,121.0
15839,123.0
15840,122.0
15841,120.0
15842,120.0
15843,115.0
15844,115.0
15845,115.0
15846,113.0
15847,114.0
15848,116.0
15849,113.0
15850,114.0
15851,114.0
15852,114.0
15853,114.0
15854,112.0
15855,108.0
15856,104.0
15857,104.0
15858,104.0
15859,105.0
15860,101.0
15861,102.0
15862,102.0
15863,103.0
15864,103.0
15865,104.0
15866,101.0
15867,101.0
15868,101.0
15869,103.0
15870,103.0
15871,104.0
15872,102.0
15873,101.0
15874,103.0
15875,103.0
15876,103.0
15877,99.0
15878,94.0
15879,94.0
15880,97.0
15881,98.0
15882,96.0
15883,99.0
15884,100.0
15885,97.0
15886,95.0
15887,94.0
15888,94.0
15889,93.0
15890,92.0
15891,94.0
15892,93.0
15893,98.0
15894,96.0
15895,96.0
15896,95.0
15897,95.0
15898,97.0
15899,99.0
15900,98.0
15901,90.0
15902,81.0
15903,78.0
15904,77.0
15905,76.0
15906,66.0
15907,58.0
15908,58.0
15909,67.0
15910,70.0
15911,70.0
15912,70.0
15913,71.0
15914,74.0
15915,77.0
15916,76.0
15917,76.0
15918,74.0
15919,74.0
15920,73.0
15921,74.0
15922,71.0
15923,71.0
15924,70.0
15925,74.0
15926,77.0
15927,77.0
15928,77.0
15929,79.0
15930,79.0
15931,79.0
15932,79.0
15933,78.0
15934,77.0
15935,75.0
15936,74.0
15937,74.0
15938,71.0
15939,70.0
15940,70.0
15941,70.0
15942,70.0
15943,68.0
15944,70.0
15945,71.0
15946,71.0
15947,71.0
15948,70.0
15949,70.0
15950,69.0
15951,69.0
15952,71.0
15953,72.0
15954,69.0
15955,68.0
15956,67.0
15957,67.0
15958,66.0
15959,66.0
15960,66.0
15961,64.0
15962,66.0
15963,66.0
15964,66.0
15965,66.0
15966,65.0
15967,64.0
15968,63.0
15969,62.0
15970,61.0
15971,61.0
15972,57.0
15973,57.0
15974,56.0
15975,57.0
15976,59.0
15977,59.0
15978,59.0
15979,62.0
15980,62.0
15981,59.0
15982,59.0
15983,57.0
15984,57.0
15985,57.0
15986,57.0
15987,55.0
15988,52.0
15989,52.0
15990,52.0
15991,52.0
15992,51.0
15993,50.0
15994,49.0
15995,49.0
15996,50.0
15997,50.0
15998,48.0
15999,47.0
16000,47.0
16001,48.0
16002,51.0
16003,50.0
16004,50.0
16005,50.0
16006,50.0
16007,49.0
16008,49.0
16009,50.0
16010,50.0
16011,50.0
16012,50.0
16013,50.0
16014,50.0
16015,53.0
16016,53.0
16017,55.0
16018,53.0
16019,51.0
16020,53.0
16021,54.0
16022,54.0
16023,55.0
16024,55.0
16025,62.0
16026,60.0
16027,62.0
16028,63.0
16029,62.0
16030,65.0
16031,65.0
16032,75.0
16033,74.0
16034,78.0
16035,78.0
16036,77.0
16037,86.0
16038,86.0
16039,87.0
16040,87.0
16041,80.0
16042,81.0
16043,80.0
16044,81.0
16045,81.0
16046,79.0
16047,77.0
16048,80.0
16049,80.0
16050,80.0
16051,81.0
16052,81.0
16053,79.0
16054,79.0
16055,79.0
16056,81.0
16057,81.0
16058,78.0
16059,78.0
16060,77.0
16061,79.0
16062,79.0
16063,81.0
16064,82.0
16065,82.0
16066,87.0
16067,89.0
16068,89.0
16069,89.0
16070,87.0
16071,88.0
16072,88.0
16073,88.0
16074,92.0
16075,88.0
16076,87.0
16077,87.0
16078,87.0
16079,88.0
16080,89.0
16081,89.0
16082,89.0
16083,89.0
16084,89.0
16085,92.0
16086,93.0
16087,95.0
16088,96.0
16089,93.0
16090,107.0
16091,105.0
16092,105.0
16093,108.0
16094,111.0
16095,120.0
16096,120.0
16097,119.0
16098,119.0
16099,113.0
16100,113.0
16101,111.0
16102,111.0
16103,110.0
16104,107.0
16105,107.0
16106,99.0
16107,99.0
16108,95.0
16109,95.0
16110,95.0
16111,89.0
16112,90.0
16113,87.0
16114,87.0
16115,87.0
16116,87.0
16117,87.0
16118,86.0
16119,87.0
16120,87.0
16121,89.0
16122,92.0
16123,93.0
16124,93.0
16125,92.0
16126,95.0
16127,95.0
16128,95.0
16129,93.0
16130,90.0
16131,88.0
16132,89.0
16133,89.0
16134,88.0
16135,85.0
16136,84.0
16137,80.0
16138,80.0
16139,81.0
16140,81.0
16141,80.0
16142,80.0
16143,80.0
16144,80.0
16145,79.0
16146,81.0
16147,81.0
16148,79.0
16149,79.0
16150,79.0
16151,80.0
16152,84.0
16153,81.0
16154,84.0
16155,84.0
16156,82.0
16157,88.0
16158,92.0
16159,95.0
16160,96.0
16161,94.0
16162,93.0
16163,93.0
16164,84.0
16165,83.0
16166,84.0
16167,75.0
16168,71.0
16169,73.0
16170,76.0
16171,76.0
16172,76.0
16173,77.0
16174,77.0
16175,74.0
16176,76.0
16177,75.0
16178,74.0
16179,76.0
16180,75.0
16181,76.0
16182,79.0
16183,81.0
16184,81.0
16185,79.0
16186,84.0
16187,85.0
16188,86.0
16189,88.0
16190,87.0
16191,89.0
16192,88.0
16193,88.0
16194,92.0
16195,87.0
16196,89.0
16197,88.0
16198,88.0
16199,89.0
16200,89.0
16201,91.0
16202,93.0
16203,93.0
16204,90.0
16205,90.0
16206,91.0
16207,91.0
16208,90.0
16209,90.0
16210,90.0
16211,90.0
16212,95.0
16213,95.0
16214,95.0
16215,96.0
16216,98.0
16217,98.0
16218,101.0
16219,101.0
16220,102.0
16221,101.0
16222,107.0
16223,110.0
16224,110.0
16225,110.0
16226,107.0
16227,104.0
16228,101.0
16229,101.0
16230,101.0
16231,97.0
16232,97.0
16233,94.0
16234,92.0
16235,92.0
16236,94.0
16237,94.0
16238,96.0
16239,96.0
16240,95.0
16241,95.0
16242,92.0
16243,92.0
16244,95.0
16245,95.0
16246,103.0
16247,102.0
16248,104.0
16249,111.0
16250,111.0
16251,119.0
16252,117.0
16253,117.0
16254,129.0
16255,126.0
16256,129.0
16257,127.0
16258,127.0
16259,130.0
16260,135.0
16261,136.0
16262,135.0
16263,134.0
16264,134.0
16265,133.0
16266,134.0
16267,139.0
16268,132.0
16269,130.0
16270,130.0
16271,129.0
16272,128.0
16273,127.0
16274,126.0
16275,129.0
16276,127.0
16277,133.0
16278,133.0
16279,133.0
16280,132.0
16281,132.0
16282,139.0
16283,139.0
16284,138.0
16285,137.0
16286,134.0
16287,134.0
16288,134.0
16289,133.0
16290,134.0
16291,128.0
16292,129.0
16293,129.0
16294,137.0
16295,135.0
16296,131.0
16297,129.0
16298,126.0
16299,125.0
16300,126.0
16301,128.0
16302,130.0
16303,124.0
16304,124.0
16305,124.0
16306,124.0
16307,123.0
16308,124.0
16309,123.0
16310,120.0
16311,120.0
16312,119.0
16313,120.0
16314,120.0
16315,121.0
16316,122.0
16317,122.0
16318,121.0
16319,122.0
16320,120.0
16321,122.0
16322,121.0
16323,118.0
16324,118.0
16325,115.0
16326,115.0
16327,112.0
16328,102.0
16329,99.0
16330,100.0
16331,101.0
16332,100.0
16333,97.0
16334,91.0
16335,92.0
16336,93.0
16337,93.0
16338,92.0
16339,93.0
16340,94.0
16341,93.0
16342,92.0
16343,93.0
16344,92.0
16345,92.0
16346,92.0
16347,92.0
16348,94.0
16349,87.0
16350,85.0
16351,85.0
16352,85.0
16353,82.0
16354,83.0
16355,86.0
16356,87.0
16357,87.0
16358,85.0
16359,85.0
16360,86.0
16361,88.0
16362,87.0
16363,81.0
16364,81.0
16365,81.0
16366,81.0
16367,75.0
16368,75.0
16369,75.0
16370,80.0
16371,81.0
16372,82.0
16373,82.0
16374,80.0
16375,79.0
16376,80.0
16377,79.0
16378,88.0
16379,88.0
16380,92.0
16381,91.0
16382,92.0
16383,90.0
16384,90.0
16385,89.0
16386,90.0
16387,88.0
16388,91.0
16389,87.0
16390,84.0
16391,81.0
16392,84.0
16393,83.0
16394,83.0
16395,80.0
16396,81.0
16397,83.0
16398,86.0
16399,85.0
16400,84.0
16401,87.0
16402,86.0
16403,89.0
16404,92.0
16405,98.0
16406,99.0
16407,100.0
16408,100.0
16409,99.0
16410,99.0
16411,100.0
16412,100.0
16413,101.0
16414,102.0
16415,111.0
16416,111.0
16417,111.0
16418,111.0
16419,115.0
16420,118.0
16421,120.0
16422,114.0
16423,119.0
16424,120.0
16425,124.0
16426,128.0
16427,128.0
16428,137.0
16429,136.0
16430,135.0
16431,136.0
16432,136.0
16433,138.0
16434,134.0
16435,135.0
16436,136.0
16437,138.0
16438,140.0
16439,140.0
16440,139.0
16441,139.0
16442,141.0
16443,144.0
16444,137.0
16445,141.0
16446,139.0
16447,140.0
16448,143.0
16449,140.0
16450,140.0
16451,140.0
16452,133.0
16453,133.0
16454,132.0
16455,140.0
16456,143.0
16457,143.0
16458,144.0
16459,144.0
16460,145.0
16461,145.0
16462,144.0
16463,144.0
16464,143.0
16465,143.0
16466,140.0
16467,141.0
16468,144.0
16469,142.0
16470,145.0
16471,142.0
16472,142.0
16473,142.0
16474,142.0
16475,140.0
16476,138.0
16477,136.0
16478,142.0
16479,134.0
16480,141.0
16481,140.0
16482,141.0
16483,145.0
16484,143.0
16485,140.0
16486,144.0
16487,138.0
16488,149.0
16489,137.0
16490,139.0
16491,146.0
16492,140.0
16493,139.0
16494,137.0
16495,132.0
16496,131.0
16497,126.0
16498,123.0
16499,120.0
16500,109.0
16501,109.0
16502,109.0
16503,109.0
16504,109.0
16505,109.0
16506,107.0
16507,107.0
16508,109.0
16509,109.0
16510,108.0
16511,107.0
16512,103.0
16513,105.0
16514,106.0
16515,106.0
16516,105.0
16517,104.0
16518,103.0
16519,106.0
16520,109.0
16521,112.0
16522,110.0
16523,112.0
16524,114.0
16525,113.0
16526,113.0
16527,113.0
16528,110.0
16529,101.0
16530,98.0
16531,97.0
16532,97.0
16533,95.0
16534,99.0
16535,99.0
16536,100.0
16537,100.0
16538,100.0
16539,99.0
16540,99.0
16541,98.0
16542,97.0
16543,100.0
16544,97.0
16545,97.0
16546,97.0
16547,97.0
16548,97.0
16549,97.0
16550,97.0
16551,95.0
16552,87.0
16553,88.0
16554,79.0
16555,80.0
16556,79.0
16557,75.0
16558,75.0
16559,76.0
16560,77.0
16561,77.0
16562,70.0
16563,69.0
16564,68.0
16565,65.0
16566,67.0
16567,69.0
16568,68.0
16569,68.0
16570,68.0
16571,69.0
16572,68.0
16573,72.0
16574,71.0
16575,72.0
16576,72.0
16577,73.0
16578,76.0
16579,77.0
16580,78.0
16581,78.0
16582,72.0
16583,72.0
16584,72.0
16585,72.0
16586,70.0
16587,70.0
16588,85.0
16589,85.0
16590,86.0
16591,86.0
16592,86.0
16593,87.0
16594,86.0
16595,85.0
16596,82.0
16597,77.0
16598,78.0
16599,81.0
16600,83.0
16601,84.0
16602,83.0
16603,83.0
16604,83.0
16605,83.0
16606,83.0
16607,83.0
16608,77.0
16609,80.0
16610,79.0
16611,79.0
16612,80.0
16613,78.0
16614,78.0
16615,78.0
16616,78.0
16617,76.0
16618,72.0
16619,72.0
16620,74.0
16621,74.0
16622,69.0
16623,69.0
16624,69.0
16625,69.0
16626,69.0
16627,68.0
16628,71.0
16629,71.0
16630,75.0
16631,77.0
16632,82.0
16633,81.0
16634,81.0
16635,85.0
16636,88.0
16637,88.0
16638,88.0
16639,86.0
16640,87.0
16641,84.0
16642,90.0
16643,93.0
16644,92.0
16645,91.0
16646,92.0
16647,88.0
16648,88.0
16649,86.0
16650,86.0
16651,82.0
16652,71.0
16653,80.0
16654,85.0
16655,84.0
16656,84.0
16657,85.0
16658,90.0
16659,97.0
16660,96.0
16661,95.0
16662,92.0
16663,91.0
16664,94.0
16665,101.0
16666,101.0
16667,95.0
16668,95.0
16669,94.0
16670,94.0
16671,95.0
16672,94.0
16673,91.0
16674,89.0
16675,89.0
16676,94.0
16677,94.0
16678,96.0
16679,96.0
16680,97.0
16681,97.0
16682,97.0
16683,100.0
16684,98.0
16685,98.0
16686,97.0
16687,97.0
16688,104.0
16689,104.0
16690,104.0
16691,105.0
16692,101.0
16693,101.0
16694,101.0
16695,101.0
16696,101.0
16697,101.0
16698,101.0
16699,101.0
16700,125.0
16701,125.0
16702,124.0
16703,124.0
16704,121.0
16705,120.0
16706,117.0
16707,119.0
16708,120.0
16709,112.0
16710,111.0
16711,113.0
16712,113.0
16713,113.0
16714,112.0
16715,112.0
16716,107.0
16717,119.0
16718,118.0
16719,119.0
16720,118.0
16721,119.0
16722,112.0
16723,112.0
16724,112.0
16725,109.0
16726,99.0
16727,102.0
16728,102.0
16729,102.0
16730,103.0
16731,103.0
16732,99.0
16733,97.0
16734,96.0
16735,97.0
16736,96.0
16737,90.0
16738,88.0
16739,91.0
16740,91.0
16741,93.0
16742,93.0
16743,95.0
16744,95.0
16745,95.0
16746,96.0
16747,99.0
16748,95.0
16749,93.0
16750,89.0
16751,89.0
16752,87.0
16753,90.0
16754,92.0
16755,92.0
16756,92.0
16757,89.0
16758,89.0
16759,90.0
16760,90.0
16761,93.0
16762,86.0
16763,86.0
16764,85.0
16765,85.0
16766,85.0
16767,66.0
16768,67.0
16769,67.0
16770,68.0
16771,68.0
16772,69.0
16773,70.0
16774,70.0
16775,71.0
16776,71.0
16777,71.0
16778,71.0
16779,71.0
16780,74.0
16781,81.0
16782,80.0
16783,80.0
16784,80.0
16785,80.0
16786,83.0
16787,84.0
16788,84.0
16789,89.0
16790,79.0
16791,85.0
16792,85.0
16793,85.0
16794,87.0
16795,86.0
16796,86.0
16797,89.0
16798,90.0
16799,90.0
16800,92.0
16801,90.0
16802,90.0
16803,90.0
16804,92.0
16805,94.0
16806,94.0
16807,93.0
16808,93.0
16809,92.0
16810,93.0
16811,93.0
16812,96.0
16813,94.0
16814,93.0
16815,91.0
16816,93.0
16817,97.0
16818,96.0
16819,98.0
16820,97.0
16821,93.0
16822,95.0
16823,95.0
16824,109.0
16825,113.0
16826,111.0
16827,110.0
16828,109.0
16829,109.0
16830,109.0
16831,106.0
16832,106.0
16833,108.0
16834,114.0
16835,110.0
16836,115.0
16837,115.0
16838,117.0
16839,123.0
16840,122.0
16841,123.0
16842,122.0
16843,125.0
16844,130.0
16845,145.0
16846,146.0
16847,146.0
16848,147.0
16849,146.0
16850,146.0
16851,152.0
16852,152.0
16853,152.0
16854,153.0
16855,144.0
16856,148.0
16857,147.0
16858,148.0
16859,147.0
16860,144.0
16861,149.0
16862,148.0
16863,142.0
16864,142.0
16865,138.0
16866,138.0
16867,136.0
16868,136.0
16869,141.0
16870,137.0
16871,137.0
16872,137.0
16873,134.0
16874,134.0
16875,134.0
16876,135.0
16877,136.0
16878,137.0
16879,133.0
16880,133.0
16881,133.0
16882,132.0
16883,131.0
16884,131.0
16885,132.0
16886,130.0
16887,127.0
16888,126.0
16889,131.0
16890,130.0
16891,132.0
16892,133.0
16893,132.0
16894,132.0
16895,134.0
16896,133.0
16897,131.0
16898,119.0
16899,122.0
16900,124.0
16901,127.0
16902,127.0
16903,127.0
16904,128.0
16905,129.0
16906,129.0
16907,125.0
16908,120.0
16909,122.0
16910,117.0
16911,117.0
16912,115.0
16913,111.0
16914,114.0
16915,117.0
16916,119.0
16917,119.0
16918,113.0
16919,99.0
16920,103.0
16921,104.0
16922,104.0
16923,104.0
16924,103.0
16925,101.0
16926,104.0
16927,105.0
16928,99.0
16929,98.0
16930,98.0
16931,97.0
16932,104.0
16933,103.0
16934,103.0
16935,98.0
16936,96.0
16937,96.0
16938,96.0
16939,92.0
16940,92.0
16941,92.0
16942,92.0
16943,88.0
16944,89.0
16945,89.0
16946,87.0
16947,87.0
16948,87.0
16949,89.0
16950,89.0
16951,87.0
16952,86.0
16953,86.0
16954,86.0
16955,87.0
16956,86.0
16957,88.0
16958,87.0
16959,82.0
16960,82.0
16961,84.0
16962,83.0
16963,83.0
16964,81.0
16965,82.0
16966,88.0
16967,106.0
16968,106.0
16969,105.0
16970,107.0
16971,107.0
16972,108.0
16973,104.0
16974,101.0
16975,96.0
16976,96.0
16977,97.0
16978,97.0
16979,103.0
16980,103.0
16981,104.0
16982,102.0
16983,100.0
16984,100.0
16985,100.0
16986,101.0
16987,91.0
16988,97.0
16989,98.0
16990,95.0
16991,96.0
16992,96.0
16993,92.0
16994,92.0
16995,90.0
16996,91.0
16997,97.0
16998,95.0
16999,95.0
17000,91.0
17001,91.0
17002,91.0
17003,91.0
17004,89.0
17005,85.0
17006,82.0
17007,83.0
17008,84.0
17009,87.0
17010,87.0
17011,84.0
17012,84.0
17013,84.0
17014,85.0
17015,86.0
17016,87.0
17017,87.0
17018,93.0
17019,97.0
17020,96.0
17021,96.0
17022,98.0
17023,98.0
17024,99.0
17025,101.0
17026,101.0
17027,101.0
17028,101.0
17029,101.0
17030,105.0
17031,103.0
17032,102.0
17033,103.0
17034,104.0
17035,102.0
17036,102.0
17037,100.0
17038,100.0
17039,76.0
17040,70.0
17041,71.0
17042,74.0
17043,75.0
17044,75.0
17045,76.0
17046,76.0
17047,76.0
17048,78.0
17049,87.0
17050,86.0
17051,88.0
17052,90.0
17053,86.0
17054,86.0
17055,83.0
17056,86.0
17057,86.0
17058,79.0
17059,77.0
17060,77.0
17061,81.0
17062,80.0
17063,80.0
17064,80.0
17065,79.0
17066,87.0
17067,87.0
17068,87.0
17069,87.0
17070,80.0
17071,80.0
17072,80.0
17073,81.0
17074,81.0
17075,81.0
17076,81.0
17077,81.0
17078,81.0
17079,81.0
17080,84.0
17081,83.0
17082,79.0
17083,85.0
17084,88.0
17085,88.0
17086,88.0
17087,88.0
17088,87.0
17089,89.0
17090,90.0
17091,90.0
17092,83.0
17093,85.0
17094,86.0
17095,86.0
17096,85.0
17097,84.0
17098,89.0
17099,87.0
17100,87.0
17101,87.0
17102,86.0
17103,85.0
17104,82.0
17105,82.0
17106,82.0
17107,79.0
17108,80.0
17109,82.0
17110,82.0
17111,83.0
17112,83.0
17113,85.0
17114,86.0
17115,84.0
17116,81.0
17117,77.0
17118,79.0
17119,78.0
17120,77.0
17121,79.0
17122,78.0
17123,73.0
17124,73.0
17125,71.0
17126,69.0
17127,69.0
17128,72.0
17129,72.0
17130,69.0
17131,69.0
17132,69.0
17133,69.0
17134,69.0
17135,67.0
17136,67.0
17137,58.0
17138,60.0
17139,61.0
17140,62.0
17141,67.0
17142,67.0
17143,68.0
17144,69.0
17145,69.0
17146,71.0
17147,73.0
17148,73.0
17149,73.0
17150,72.0
17151,73.0
17152,84.0
17153,83.0
17154,80.0
17155,79.0
17156,79.0
17157,76.0
17158,76.0
17159,76.0
17160,76.0
17161,76.0
17162,78.0
17163,76.0
17164,75.0
17165,74.0
17166,74.0
17167,72.0
17168,72.0
17169,72.0
17170,78.0
17171,75.0
17172,73.0
17173,73.0
17174,72.0
17175,79.0
17176,79.0
17177,80.0
17178,80.0
17179,84.0
17180,84.0
17181,84.0
17182,84.0
17183,86.0
17184,89.0
17185,93.0
17186,93.0
17187,91.0
17188,88.0
17189,89.0
17190,89.0
17191,95.0
17192,94.0
17193,98.0
17194,101.0
17195,101.0
17196,101.0
17197,102.0
17198,102.0
17199,102.0
17200,103.0
17201,103.0
17202,102.0
17203,103.0
17204,103.0
17205,103.0
17206,105.0
17207,104.0
17208,100.0
17209,100.0
17210,102.0
17211,103.0
17212,99.0
17213,98.0
17214,98.0
17215,99.0
17216,99.0
17217,101.0
17218,99.0
17219,100.0
17220,98.0
