,E6qgW7,jQNpYD,dgZP3L,FAvEvi,QPbjvy,zhrVRY
15416,491.0,2732.0,68.0,11.0,133.0,41.0
15417,489.0,2706.0,68.0,11.0,132.0,39.0
15418,481.0,2639.0,65.0,11.0,131.0,39.0
15419,452.0,2528.0,61.0,11.0,129.0,38.0
15420,487.0,2620.0,69.0,12.0,138.0,46.0
15421,521.0,2782.0,74.0,15.0,162.0,53.0
15422,520.0,2790.0,74.0,15.0,162.0,53.0
15423,520.0,2795.0,74.0,16.0,163.0,53.0
15424,482.0,2672.0,68.0,15.0,161.0,53.0
15425,492.0,2726.0,70.0,16.0,169.0,54.0
15426,494.0,2728.0,70.0,16.0,169.0,54.0
15427,483.0,2694.0,71.0,16.0,167.0,54.0
15428,484.0,2695.0,71.0,16.0,167.0,54.0
15429,476.0,2674.0,72.0,16.0,166.0,53.0
15430,406.0,2507.0,57.0,14.0,159.0,50.0
15431,420.0,2564.0,62.0,14.0,163.0,54.0
15432,415.0,2550.0,62.0,14.0,162.0,54.0
15433,412.0,2537.0,62.0,14.0,156.0,51.0
15434,401.0,2467.0,60.0,14.0,153.0,51.0
15435,420.0,2558.0,66.0,14.0,155.0,51.0
15436,431.0,2572.0,67.0,15.0,157.0,51.0
15437,430.0,2536.0,67.0,14.0,156.0,51.0
15438,417.0,2482.0,64.0,13.0,151.0,48.0
15439,411.0,2459.0,62.0,13.0,150.0,48.0
15440,417.0,2495.0,63.0,13.0,155.0,48.0
15441,413.0,2495.0,62.0,13.0,156.0,49.0
15442,422.0,2576.0,64.0,13.0,160.0,49.0
15443,421.0,2568.0,64.0,13.0,160.0,49.0
15444,410.0,2504.0,62.0,13.0,162.0,49.0
15445,429.0,2544.0,67.0,15.0,168.0,52.0
15446,431.0,2545.0,67.0,15.0,168.0,52.0
15447,430.0,2557.0,68.0,15.0,169.0,52.0
15448,430.0,2561.0,68.0,15.0,169.0,52.0
15449,429.0,2509.0,66.0,14.0,164.0,51.0
15450,429.0,2505.0,66.0,15.0,164.0,51.0
15451,411.0,2399.0,65.0,15.0,157.0,51.0
15452,407.0,2379.0,65.0,15.0,155.0,51.0
15453,402.0,2374.0,64.0,14.0,154.0,51.0
15454,399.0,2377.0,64.0,14.0,153.0,51.0
15455,396.0,2371.0,64.0,14.0,155.0,51.0
15456,396.0,2360.0,64.0,14.0,155.0,51.0
15457,396.0,2344.0,64.0,14.0,154.0,51.0
15458,396.0,2342.0,64.0,14.0,158.0,51.0
15459,393.0,2308.0,64.0,14.0,160.0,50.0
15460,389.0,2307.0,64.0,14.0,162.0,51.0
15461,390.0,2335.0,65.0,14.0,164.0,51.0
15462,391.0,2315.0,65.0,14.0,164.0,51.0
15463,372.0,2246.0,65.0,12.0,153.0,48.0
15464,372.0,2235.0,65.0,12.0,152.0,48.0
15465,359.0,2164.0,64.0,12.0,147.0,44.0
15466,365.0,2183.0,64.0,12.0,147.0,44.0
15467,358.0,2139.0,63.0,12.0,146.0,44.0
15468,354.0,2175.0,63.0,12.0,147.0,44.0
15469,344.0,2128.0,61.0,12.0,146.0,45.0
15470,332.0,2009.0,58.0,12.0,134.0,44.0
15471,330.0,1989.0,57.0,12.0,133.0,44.0
15472,328.0,1964.0,56.0,12.0,131.0,44.0
15473,335.0,1997.0,57.0,12.0,134.0,44.0
15474,333.0,1978.0,57.0,13.0,136.0,44.0
15475,330.0,1938.0,56.0,13.0,134.0,43.0
15476,330.0,1931.0,56.0,13.0,134.0,43.0
15477,324.0,1827.0,54.0,13.0,132.0,40.0
15478,322.0,1811.0,51.0,13.0,133.0,40.0
15479,323.0,1830.0,52.0,13.0,133.0,40.0
15480,324.0,1830.0,52.0,13.0,132.0,40.0
15481,327.0,1844.0,52.0,12.0,124.0,38.0
15482,313.0,1784.0,47.0,12.0,124.0,38.0
15483,313.0,1788.0,47.0,12.0,124.0,38.0
15484,298.0,1690.0,46.0,11.0,122.0,37.0
15485,298.0,1689.0,46.0,11.0,124.0,39.0
15486,303.0,1710.0,46.0,11.0,125.0,39.0
15487,303.0,1708.0,46.0,11.0,126.0,39.0
15488,259.0,1580.0,36.0,10.0,120.0,32.0
15489,259.0,1578.0,36.0,10.0,120.0,32.0
15490,262.0,1599.0,36.0,10.0,122.0,31.0
15491,264.0,1612.0,36.0,10.0,124.0,31.0
15492,263.0,1615.0,36.0,10.0,124.0,31.0
15493,276.0,1698.0,38.0,10.0,138.0,32.0
15494,269.0,1649.0,38.0,10.0,135.0,32.0
15495,242.0,1539.0,34.0,7.0,118.0,25.0
15496,246.0,1578.0,34.0,7.0,121.0,25.0
15497,243.0,1594.0,36.0,7.0,121.0,25.0
15498,247.0,1620.0,36.0,7.0,122.0,25.0
15499,246.0,1604.0,36.0,6.0,116.0,25.0
15500,246.0,1596.0,36.0,6.0,115.0,25.0
15501,253.0,1632.0,35.0,6.0,116.0,25.0
15502,250.0,1647.0,35.0,6.0,116.0,25.0
15503,255.0,1697.0,34.0,6.0,119.0,26.0
15504,253.0,1671.0,33.0,6.0,118.0,24.0
15505,253.0,1656.0,33.0,6.0,117.0,24.0
15506,259.0,1705.0,34.0,6.0,123.0,24.0
15507,258.0,1697.0,34.0,6.0,122.0,24.0
15508,259.0,1745.0,35.0,6.0,128.0,27.0
15509,245.0,1680.0,29.0,6.0,127.0,27.0
15510,269.0,1774.0,31.0,8.0,149.0,32.0
15511,264.0,1763.0,30.0,8.0,150.0,32.0
15512,263.0,1755.0,30.0,8.0,153.0,32.0
15513,269.0,1774.0,30.0,8.0,153.0,34.0
15514,268.0,1777.0,30.0,8.0,151.0,36.0
15515,265.0,1762.0,30.0,8.0,148.0,35.0
15516,262.0,1713.0,29.0,8.0,145.0,35.0
15517,286.0,1869.0,36.0,8.0,160.0,39.0
15518,285.0,1881.0,36.0,8.0,158.0,39.0
15519,251.0,1790.0,31.0,6.0,147.0,35.0
15520,264.0,1844.0,32.0,6.0,144.0,35.0
15521,272.0,1881.0,34.0,7.0,155.0,41.0
15522,273.0,1881.0,34.0,7.0,156.0,41.0
15523,273.0,1877.0,34.0,7.0,155.0,42.0
15524,273.0,1867.0,34.0,6.0,154.0,42.0
15525,273.0,1858.0,34.0,6.0,154.0,42.0
15526,275.0,1876.0,34.0,6.0,154.0,43.0
15527,282.0,1875.0,34.0,7.0,156.0,43.0
15528,288.0,1907.0,34.0,7.0,155.0,43.0
15529,287.0,1906.0,34.0,8.0,155.0,43.0
15530,304.0,1988.0,34.0,9.0,159.0,47.0
15531,309.0,1995.0,38.0,9.0,157.0,48.0
15532,330.0,2073.0,38.0,9.0,163.0,50.0
15533,333.0,2088.0,39.0,10.0,163.0,50.0
15534,335.0,2104.0,42.0,10.0,163.0,50.0
15535,339.0,2099.0,42.0,10.0,163.0,50.0
15536,338.0,2116.0,42.0,11.0,163.0,50.0
15537,354.0,2189.0,46.0,11.0,173.0,54.0
15538,354.0,2191.0,46.0,11.0,173.0,54.0
15539,349.0,2192.0,47.0,12.0,173.0,55.0
15540,355.0,2222.0,47.0,12.0,173.0,56.0
15541,356.0,2223.0,47.0,12.0,171.0,56.0
15542,355.0,2195.0,47.0,13.0,169.0,56.0
15543,357.0,2217.0,47.0,13.0,170.0,56.0
15544,368.0,2249.0,48.0,14.0,172.0,56.0
15545,368.0,2261.0,48.0,14.0,173.0,56.0
15546,364.0,2247.0,49.0,13.0,170.0,56.0
15547,363.0,2241.0,49.0,13.0,168.0,56.0
15548,364.0,2247.0,49.0,13.0,169.0,55.0
15549,369.0,2251.0,49.0,13.0,170.0,53.0
15550,370.0,2250.0,49.0,13.0,169.0,54.0
15551,371.0,2269.0,50.0,13.0,170.0,55.0
15552,369.0,2236.0,49.0,13.0,167.0,54.0
15553,371.0,2262.0,49.0,13.0,170.0,54.0
15554,375.0,2283.0,50.0,13.0,169.0,52.0
15555,381.0,2320.0,50.0,13.0,174.0,53.0
15556,385.0,2387.0,51.0,13.0,174.0,53.0
15557,386.0,2385.0,51.0,13.0,174.0,53.0
15558,398.0,2477.0,53.0,13.0,183.0,56.0
15559,399.0,2480.0,53.0,13.0,182.0,57.0
15560,399.0,2494.0,53.0,13.0,183.0,58.0
15561,403.0,2546.0,53.0,14.0,184.0,59.0
15562,399.0,2544.0,53.0,14.0,185.0,58.0
15563,412.0,2601.0,53.0,16.0,187.0,60.0
15564,408.0,2572.0,53.0,16.0,184.0,60.0
15565,407.0,2563.0,53.0,16.0,184.0,60.0
15566,412.0,2617.0,56.0,18.0,187.0,62.0
15567,390.0,2523.0,54.0,18.0,170.0,61.0
15568,404.0,2593.0,55.0,18.0,174.0,65.0
15569,398.0,2560.0,54.0,18.0,173.0,65.0
15570,392.0,2509.0,54.0,18.0,170.0,65.0
15571,390.0,2473.0,52.0,17.0,167.0,66.0
15572,375.0,2398.0,49.0,17.0,165.0,66.0
15573,375.0,2401.0,49.0,17.0,165.0,66.0
15574,372.0,2362.0,49.0,17.0,166.0,65.0
15575,373.0,2350.0,48.0,17.0,167.0,65.0
15576,373.0,2339.0,48.0,17.0,167.0,65.0
15577,369.0,2283.0,49.0,17.0,167.0,66.0
15578,370.0,2292.0,49.0,17.0,167.0,66.0
15579,370.0,2313.0,50.0,17.0,167.0,67.0
15580,367.0,2328.0,50.0,17.0,162.0,66.0
15581,369.0,2332.0,50.0,17.0,161.0,66.0
15582,373.0,2348.0,50.0,17.0,163.0,66.0
15583,377.0,2363.0,49.0,17.0,165.0,66.0
15584,356.0,2244.0,48.0,15.0,149.0,59.0
15585,374.0,2323.0,52.0,15.0,157.0,63.0
15586,380.0,2362.0,53.0,16.0,155.0,63.0
15587,380.0,2364.0,53.0,16.0,156.0,62.0
15588,386.0,2380.0,54.0,17.0,158.0,61.0
15589,365.0,2262.0,48.0,17.0,145.0,58.0
15590,362.0,2255.0,47.0,17.0,146.0,58.0
15591,361.0,2210.0,45.0,17.0,141.0,60.0
15592,369.0,2261.0,48.0,16.0,142.0,61.0
15593,379.0,2298.0,52.0,16.0,142.0,61.0
15594,365.0,2236.0,51.0,16.0,138.0,59.0
15595,357.0,2248.0,49.0,15.0,134.0,59.0
15596,360.0,2276.0,51.0,15.0,136.0,59.0
15597,366.0,2325.0,53.0,15.0,139.0,60.0
15598,370.0,2357.0,53.0,14.0,141.0,60.0
15599,385.0,2428.0,54.0,14.0,143.0,64.0
15600,400.0,2477.0,59.0,15.0,153.0,65.0
15601,424.0,2584.0,63.0,16.0,159.0,71.0
15602,419.0,2563.0,63.0,16.0,160.0,71.0
15603,410.0,2539.0,63.0,15.0,162.0,66.0
15604,433.0,2623.0,64.0,15.0,164.0,67.0
15605,444.0,2659.0,63.0,15.0,164.0,67.0
15606,426.0,2586.0,62.0,14.0,159.0,67.0
15607,425.0,2600.0,64.0,14.0,159.0,67.0
15608,420.0,2563.0,61.0,14.0,158.0,66.0
15609,421.0,2603.0,62.0,16.0,158.0,68.0
15610,412.0,2582.0,59.0,15.0,153.0,65.0
15611,407.0,2592.0,60.0,15.0,153.0,65.0
15612,413.0,2635.0,61.0,15.0,153.0,65.0
15613,408.0,2605.0,60.0,14.0,151.0,64.0
15614,406.0,2588.0,61.0,14.0,149.0,64.0
15615,403.0,2581.0,61.0,14.0,150.0,63.0
15616,425.0,2665.0,64.0,16.0,155.0,68.0
15617,423.0,2655.0,64.0,16.0,155.0,68.0
15618,437.0,2742.0,63.0,17.0,155.0,72.0
15619,435.0,2757.0,64.0,17.0,155.0,72.0
15620,437.0,2764.0,63.0,17.0,154.0,72.0
15621,429.0,2735.0,63.0,17.0,151.0,72.0
15622,426.0,2726.0,63.0,17.0,150.0,72.0
15623,448.0,2798.0,70.0,17.0,156.0,75.0
15624,451.0,2791.0,70.0,17.0,157.0,75.0
15625,446.0,2756.0,68.0,17.0,156.0,74.0
15626,448.0,2774.0,68.0,17.0,159.0,75.0
15627,438.0,2742.0,68.0,18.0,156.0,74.0
15628,442.0,2767.0,68.0,18.0,155.0,75.0
15629,440.0,2727.0,68.0,18.0,153.0,72.0
15630,436.0,2702.0,68.0,18.0,152.0,72.0
15631,443.0,2740.0,68.0,18.0,155.0,74.0
15632,437.0,2673.0,67.0,18.0,148.0,70.0
15633,436.0,2692.0,67.0,18.0,156.0,73.0
15634,441.0,2692.0,67.0,18.0,156.0,72.0
15635,444.0,2709.0,68.0,17.0,159.0,75.0
15636,442.0,2684.0,68.0,17.0,157.0,75.0
15637,434.0,2640.0,68.0,16.0,150.0,71.0
15638,434.0,2642.0,68.0,16.0,151.0,71.0
15639,415.0,2535.0,68.0,16.0,151.0,71.0
15640,415.0,2526.0,67.0,15.0,153.0,70.0
15641,416.0,2541.0,67.0,15.0,157.0,70.0
15642,417.0,2559.0,66.0,15.0,157.0,73.0
15643,417.0,2569.0,66.0,15.0,160.0,73.0
15644,417.0,2565.0,66.0,15.0,159.0,73.0
15645,415.0,2561.0,66.0,15.0,159.0,72.0
15646,417.0,2570.0,66.0,15.0,159.0,72.0
15647,421.0,2615.0,66.0,18.0,164.0,73.0
15648,438.0,2704.0,68.0,19.0,167.0,75.0
15649,442.0,2725.0,68.0,19.0,168.0,77.0
15650,442.0,2717.0,67.0,19.0,166.0,76.0
15651,441.0,2710.0,67.0,19.0,165.0,76.0
15652,475.0,2795.0,70.0,19.0,168.0,79.0
15653,479.0,2803.0,70.0,19.0,172.0,78.0
15654,483.0,2762.0,70.0,20.0,176.0,75.0
15655,482.0,2796.0,70.0,20.0,178.0,75.0
15656,479.0,2779.0,70.0,19.0,178.0,75.0
15657,472.0,2741.0,70.0,19.0,167.0,69.0
15658,488.0,2799.0,72.0,19.0,167.0,69.0
15659,478.0,2750.0,70.0,19.0,168.0,69.0
15660,474.0,2730.0,71.0,19.0,174.0,70.0
15661,460.0,2659.0,68.0,18.0,170.0,69.0
15662,469.0,2691.0,68.0,18.0,173.0,69.0
15663,464.0,2670.0,68.0,18.0,168.0,68.0
15664,469.0,2690.0,68.0,18.0,169.0,68.0
15665,466.0,2681.0,68.0,18.0,169.0,68.0
15666,469.0,2655.0,66.0,18.0,166.0,68.0
15667,460.0,2590.0,62.0,18.0,165.0,68.0
15668,468.0,2633.0,62.0,18.0,165.0,69.0
15669,457.0,2532.0,58.0,18.0,159.0,67.0
15670,457.0,2525.0,58.0,18.0,158.0,67.0
15671,450.0,2475.0,58.0,18.0,156.0,67.0
15672,450.0,2471.0,58.0,18.0,156.0,67.0
15673,407.0,2272.0,50.0,18.0,154.0,63.0
15674,412.0,2317.0,51.0,17.0,146.0,61.0
15675,420.0,2350.0,52.0,15.0,151.0,60.0
15676,420.0,2348.0,52.0,15.0,151.0,60.0
15677,424.0,2337.0,54.0,15.0,154.0,60.0
15678,412.0,2286.0,52.0,15.0,153.0,58.0
15679,401.0,2247.0,50.0,15.0,152.0,58.0
15680,400.0,2243.0,49.0,15.0,152.0,58.0
15681,393.0,2225.0,49.0,12.0,152.0,57.0
15682,392.0,2214.0,49.0,12.0,151.0,57.0
15683,444.0,2341.0,60.0,13.0,161.0,61.0
15684,441.0,2325.0,60.0,13.0,160.0,60.0
15685,448.0,2340.0,61.0,13.0,160.0,60.0
15686,445.0,2314.0,60.0,13.0,160.0,60.0
15687,441.0,2310.0,60.0,14.0,161.0,62.0
15688,453.0,2367.0,60.0,14.0,163.0,62.0
15689,462.0,2389.0,60.0,14.0,163.0,62.0
15690,440.0,2301.0,57.0,11.0,146.0,52.0
15691,433.0,2255.0,57.0,11.0,146.0,52.0
15692,405.0,2167.0,56.0,11.0,148.0,52.0
15693,421.0,2273.0,62.0,11.0,150.0,55.0
15694,423.0,2289.0,62.0,11.0,152.0,55.0
15695,424.0,2292.0,62.0,11.0,151.0,55.0
15696,424.0,2297.0,62.0,11.0,151.0,55.0
15697,398.0,2263.0,53.0,11.0,152.0,54.0
15698,443.0,2325.0,56.0,11.0,159.0,55.0
15699,451.0,2337.0,56.0,11.0,159.0,55.0
15700,451.0,2333.0,57.0,10.0,159.0,55.0
15701,467.0,2412.0,60.0,10.0,170.0,59.0
15702,458.0,2335.0,57.0,10.0,165.0,56.0
15703,459.0,2360.0,57.0,9.0,166.0,56.0
15704,459.0,2362.0,57.0,9.0,166.0,56.0
15705,464.0,2377.0,61.0,10.0,167.0,59.0
15706,468.0,2389.0,61.0,10.0,168.0,59.0
15707,465.0,2349.0,61.0,10.0,157.0,56.0
15708,458.0,2345.0,61.0,10.0,157.0,56.0
15709,450.0,2279.0,58.0,10.0,149.0,52.0
15710,450.0,2278.0,58.0,10.0,149.0,52.0
15711,461.0,2357.0,58.0,12.0,154.0,53.0
15712,462.0,2370.0,58.0,13.0,156.0,53.0
15713,468.0,2410.0,58.0,14.0,157.0,53.0
15714,461.0,2432.0,57.0,14.0,153.0,54.0
15715,462.0,2438.0,58.0,14.0,151.0,54.0
15716,461.0,2424.0,58.0,14.0,151.0,51.0
15717,464.0,2429.0,58.0,14.0,150.0,51.0
15718,470.0,2437.0,58.0,14.0,150.0,52.0
15719,491.0,2474.0,57.0,14.0,152.0,51.0
15720,495.0,2484.0,58.0,14.0,154.0,51.0
15721,491.0,2476.0,58.0,10.0,152.0,51.0
15722,478.0,2391.0,56.0,9.0,146.0,49.0
15723,475.0,2385.0,56.0,9.0,144.0,47.0
15724,476.0,2392.0,56.0,9.0,144.0,48.0
15725,446.0,2313.0,53.0,9.0,141.0,45.0
15726,446.0,2309.0,53.0,9.0,141.0,44.0
15727,443.0,2298.0,52.0,8.0,145.0,43.0
15728,438.0,2257.0,51.0,8.0,144.0,44.0
15729,443.0,2298.0,50.0,8.0,146.0,45.0
15730,442.0,2301.0,50.0,8.0,146.0,45.0
15731,445.0,2363.0,50.0,8.0,150.0,48.0
15732,435.0,2332.0,49.0,8.0,148.0,48.0
15733,432.0,2337.0,48.0,8.0,146.0,48.0
15734,435.0,2328.0,47.0,8.0,149.0,50.0
15735,434.0,2319.0,47.0,8.0,149.0,50.0
15736,424.0,2272.0,48.0,8.0,148.0,50.0
15737,424.0,2271.0,48.0,8.0,148.0,50.0
15738,418.0,2249.0,48.0,8.0,146.0,50.0
15739,418.0,2247.0,48.0,8.0,146.0,50.0
15740,429.0,2296.0,53.0,8.0,153.0,54.0
15741,429.0,2296.0,53.0,8.0,153.0,54.0
15742,428.0,2306.0,54.0,8.0,157.0,56.0
15743,426.0,2298.0,54.0,8.0,157.0,55.0
15744,427.0,2305.0,54.0,8.0,157.0,55.0
15745,429.0,2320.0,54.0,8.0,158.0,55.0
15746,430.0,2327.0,55.0,8.0,158.0,55.0
15747,431.0,2319.0,54.0,8.0,160.0,58.0
15748,437.0,2389.0,56.0,8.0,165.0,59.0
15749,408.0,2291.0,54.0,8.0,147.0,52.0
15750,415.0,2311.0,55.0,8.0,148.0,54.0
15751,405.0,2260.0,53.0,8.0,141.0,54.0
15752,418.0,2349.0,54.0,10.0,151.0,55.0
15753,423.0,2385.0,55.0,10.0,153.0,56.0
15754,433.0,2445.0,57.0,11.0,155.0,58.0
15755,430.0,2403.0,56.0,11.0,154.0,59.0
15756,423.0,2400.0,56.0,11.0,154.0,58.0
15757,376.0,2262.0,47.0,10.0,137.0,56.0
15758,378.0,2266.0,47.0,10.0,138.0,56.0
15759,378.0,2294.0,47.0,10.0,143.0,57.0
15760,379.0,2317.0,47.0,10.0,144.0,57.0
15761,360.0,2216.0,46.0,9.0,139.0,54.0
15762,365.0,2278.0,50.0,9.0,142.0,54.0
15763,362.0,2269.0,50.0,9.0,141.0,52.0
15764,360.0,2250.0,50.0,9.0,141.0,51.0
15765,362.0,2220.0,49.0,9.0,141.0,51.0
15766,364.0,2212.0,51.0,9.0,139.0,52.0
15767,358.0,2195.0,47.0,9.0,139.0,54.0
15768,364.0,2273.0,48.0,9.0,143.0,58.0
15769,363.0,2270.0,48.0,9.0,143.0,58.0
15770,364.0,2267.0,48.0,9.0,143.0,58.0
15771,352.0,2225.0,46.0,9.0,140.0,58.0
15772,332.0,2157.0,44.0,9.0,134.0,57.0
15773,328.0,2147.0,44.0,9.0,134.0,57.0
15774,325.0,2113.0,43.0,9.0,131.0,56.0
15775,308.0,2052.0,40.0,9.0,122.0,52.0
15776,310.0,2073.0,40.0,9.0,124.0,52.0
15777,310.0,2083.0,40.0,9.0,122.0,52.0
15778,324.0,2158.0,43.0,10.0,123.0,54.0
15779,328.0,2150.0,40.0,10.0,123.0,53.0
15780,325.0,2122.0,39.0,10.0,122.0,52.0
15781,330.0,2149.0,41.0,10.0,123.0,53.0
15782,349.0,2214.0,43.0,11.0,126.0,54.0
15783,354.0,2252.0,44.0,11.0,126.0,55.0
15784,357.0,2249.0,45.0,9.0,127.0,55.0
15785,355.0,2215.0,45.0,9.0,121.0,54.0
15786,356.0,2214.0,46.0,8.0,122.0,58.0
15787,348.0,2163.0,46.0,7.0,121.0,57.0
15788,352.0,2185.0,47.0,8.0,126.0,56.0
15789,351.0,2193.0,46.0,8.0,126.0,56.0
15790,352.0,2196.0,46.0,8.0,126.0,56.0
15791,358.0,2210.0,47.0,9.0,128.0,57.0
15792,358.0,2227.0,49.0,9.0,128.0,56.0
15793,346.0,2215.0,49.0,9.0,127.0,56.0
15794,347.0,2206.0,48.0,9.0,127.0,56.0
15795,360.0,2262.0,53.0,9.0,127.0,55.0
15796,360.0,2325.0,57.0,9.0,127.0,55.0
15797,357.0,2292.0,56.0,9.0,127.0,55.0
15798,359.0,2291.0,57.0,9.0,127.0,53.0
15799,363.0,2335.0,58.0,9.0,114.0,52.0
15800,361.0,2337.0,59.0,9.0,119.0,54.0
15801,361.0,2329.0,59.0,9.0,120.0,54.0
15802,362.0,2332.0,59.0,9.0,119.0,53.0
15803,357.0,2290.0,59.0,9.0,118.0,52.0
15804,374.0,2372.0,63.0,9.0,118.0,54.0
15805,363.0,2291.0,63.0,9.0,111.0,50.0
15806,362.0,2286.0,63.0,9.0,111.0,51.0
15807,361.0,2267.0,63.0,9.0,111.0,51.0
15808,364.0,2300.0,63.0,9.0,108.0,49.0
15809,364.0,2317.0,63.0,9.0,108.0,49.0
15810,365.0,2316.0,63.0,9.0,107.0,49.0
15811,369.0,2334.0,63.0,9.0,107.0,49.0
15812,382.0,2370.0,64.0,11.0,107.0,49.0
15813,383.0,2378.0,64.0,11.0,107.0,49.0
15814,391.0,2355.0,60.0,11.0,106.0,47.0
15815,391.0,2361.0,60.0,11.0,106.0,47.0
15816,385.0,2330.0,59.0,11.0,103.0,44.0
15817,387.0,2362.0,59.0,11.0,107.0,44.0
15818,433.0,2504.0,70.0,12.0,114.0,56.0
15819,433.0,2509.0,71.0,12.0,114.0,57.0
15820,450.0,2596.0,72.0,12.0,115.0,57.0
15821,445.0,2566.0,71.0,11.0,114.0,52.0
15822,443.0,2517.0,68.0,11.0,110.0,52.0
15823,448.0,2543.0,68.0,11.0,110.0,52.0
15824,442.0,2534.0,67.0,11.0,111.0,50.0
15825,446.0,2562.0,69.0,11.0,116.0,50.0
15826,430.0,2480.0,69.0,9.0,106.0,48.0
15827,432.0,2478.0,70.0,8.0,105.0,49.0
15828,429.0,2472.0,70.0,8.0,103.0,48.0
15829,418.0,2409.0,70.0,8.0,100.0,47.0
15830,422.0,2439.0,70.0,8.0,101.0,50.0
15831,416.0,2400.0,68.0,8.0,100.0,49.0
15832,414.0,2440.0,68.0,9.0,103.0,49.0
15833,424.0,2473.0,70.0,10.0,102.0,50.0
15834,422.0,2449.0,70.0,10.0,102.0,51.0
15835,422.0,2447.0,70.0,10.0,102.0,51.0
15836,421.0,2396.0,66.0,10.0,100.0,51.0
15837,417.0,2378.0,65.0,10.0,100.0,51.0
15838,420.0,2395.0,65.0,10.0,99.0,51.0
15839,420.0,2396.0,65.0,11.0,99.0,50.0
15840,418.0,2381.0,64.0,12.0,100.0,49.0
15841,402.0,2269.0,62.0,12.0,97.0,44.0
15842,401.0,2262.0,62.0,12.0,98.0,43.0
15843,422.0,2341.0,69.0,12.0,101.0,44.0
15844,433.0,2399.0,70.0,13.0,104.0,44.0
15845,433.0,2381.0,70.0,13.0,101.0,44.0
15846,438.0,2425.0,71.0,14.0,102.0,46.0
15847,437.0,2407.0,71.0,14.0,102.0,46.0
15848,443.0,2439.0,71.0,14.0,104.0,47.0
15849,448.0,2435.0,71.0,14.0,105.0,49.0
15850,444.0,2382.0,70.0,14.0,101.0,49.0
15851,440.0,2354.0,71.0,14.0,100.0,49.0
15852,449.0,2349.0,71.0,15.0,102.0,49.0
15853,434.0,2303.0,71.0,15.0,100.0,49.0
15854,432.0,2304.0,70.0,15.0,101.0,49.0
15855,425.0,2269.0,68.0,14.0,100.0,47.0
15856,423.0,2241.0,68.0,13.0,99.0,47.0
15857,418.0,2210.0,67.0,13.0,101.0,47.0
15858,416.0,2232.0,69.0,13.0,103.0,49.0
15859,416.0,2242.0,69.0,13.0,107.0,49.0
15860,413.0,2237.0,69.0,13.0,106.0,47.0
15861,418.0,2262.0,70.0,13.0,106.0,47.0
15862,417.0,2222.0,69.0,12.0,103.0,47.0
15863,409.0,2186.0,68.0,12.0,102.0,47.0
15864,419.0,2211.0,70.0,12.0,103.0,47.0
15865,412.0,2182.0,71.0,11.0,101.0,46.0
15866,427.0,2242.0,71.0,11.0,107.0,47.0
15867,420.0,2186.0,67.0,11.0,106.0,47.0
15868,394.0,2077.0,62.0,11.0,99.0,46.0
15869,401.0,2130.0,63.0,11.0,102.0,46.0
15870,400.0,2130.0,63.0,11.0,102.0,46.0
15871,404.0,2152.0,63.0,12.0,103.0,46.0
15872,402.0,2144.0,62.0,12.0,102.0,46.0
15873,411.0,2183.0,62.0,12.0,99.0,45.0
15874,409.0,2167.0,63.0,12.0,100.0,47.0
15875,408.0,2171.0,63.0,12.0,100.0,47.0
15876,412.0,2196.0,65.0,12.0,101.0,46.0
15877,419.0,2196.0,65.0,12.0,102.0,46.0
15878,420.0,2197.0,63.0,13.0,107.0,45.0
15879,420.0,2194.0,62.0,13.0,107.0,45.0
15880,420.0,2193.0,62.0,13.0,107.0,45.0
15881,421.0,2226.0,64.0,13.0,109.0,45.0
15882,410.0,2177.0,64.0,13.0,108.0,44.0
15883,431.0,2259.0,68.0,16.0,116.0,51.0
15884,432.0,2275.0,68.0,16.0,116.0,52.0
15885,462.0,2340.0,70.0,17.0,122.0,53.0
15886,452.0,2326.0,69.0,15.0,121.0,53.0
15887,444.0,2336.0,69.0,15.0,116.0,55.0
15888,453.0,2395.0,70.0,15.0,117.0,56.0
15889,453.0,2388.0,70.0,15.0,117.0,56.0
15890,454.0,2392.0,70.0,15.0,117.0,56.0
15891,452.0,2378.0,70.0,15.0,113.0,55.0
15892,395.0,2243.0,59.0,14.0,105.0,43.0
15893,401.0,2274.0,58.0,14.0,104.0,44.0
15894,388.0,2231.0,58.0,14.0,103.0,41.0
15895,381.0,2222.0,59.0,14.0,103.0,40.0
15896,379.0,2217.0,59.0,15.0,108.0,40.0
15897,385.0,2253.0,60.0,17.0,119.0,42.0
15898,390.0,2270.0,61.0,17.0,118.0,42.0
15899,390.0,2261.0,60.0,17.0,115.0,42.0
15900,394.0,2299.0,59.0,17.0,116.0,42.0
15901,388.0,2253.0,58.0,17.0,116.0,41.0
15902,383.0,2213.0,57.0,17.0,114.0,41.0
15903,397.0,2239.0,58.0,17.0,116.0,41.0
15904,399.0,2278.0,59.0,17.0,115.0,39.0
15905,402.0,2278.0,59.0,17.0,116.0,39.0
15906,392.0,2194.0,56.0,15.0,107.0,37.0
15907,389.0,2171.0,55.0,15.0,106.0,37.0
15908,397.0,2223.0,56.0,16.0,105.0,37.0
15909,400.0,2239.0,56.0,16.0,105.0,37.0
15910,402.0,2266.0,58.0,16.0,105.0,37.0
15911,399.0,2266.0,58.0,16.0,106.0,37.0
15912,399.0,2257.0,58.0,16.0,105.0,37.0
15913,399.0,2261.0,58.0,16.0,105.0,38.0
