,48cAtM,YAdfpF,2YwKxe
1818,57.0,547.0,4.0
1819,56.0,534.0,4.0
1820,57.0,537.0,4.0
1821,55.0,516.0,4.0
1822,52.0,502.0,4.0
1823,52.0,499.0,4.0
1824,51.0,492.0,4.0
1825,54.0,487.0,5.0
1826,53.0,488.0,5.0
1827,52.0,465.0,5.0
1828,53.0,462.0,5.0
1829,51.0,447.0,5.0
1830,50.0,432.0,3.0
1831,49.0,433.0,3.0
1832,51.0,430.0,3.0
1833,52.0,423.0,3.0
1834,51.0,403.0,3.0
1835,51.0,378.0,3.0
1836,51.0,376.0,3.0
1837,49.0,343.0,3.0
1838,49.0,330.0,3.0
1839,47.0,328.0,3.0
1840,51.0,323.0,2.0
1841,48.0,300.0,2.0
1842,49.0,299.0,2.0
1843,45.0,300.0,2.0
1844,44.0,262.0,2.0
1845,46.0,293.0,2.0
1846,45.0,305.0,2.0
1847,47.0,314.0,2.0
1848,44.0,304.0,2.0
1849,43.0,303.0,2.0
1850,42.0,309.0,2.0
1851,41.0,340.0,2.0
1852,43.0,347.0,2.0
1853,43.0,345.0,2.0
1854,43.0,338.0,2.0
1855,42.0,345.0,2.0
1856,41.0,345.0,2.0
1857,40.0,340.0,2.0
1858,41.0,338.0,1.0
1859,42.0,343.0,1.0
1860,41.0,387.0,1.0
1861,41.0,420.0,2.0
1862,40.0,420.0,2.0
1863,43.0,437.0,2.0
1864,43.0,439.0,2.0
1865,43.0,443.0,2.0
1866,42.0,453.0,4.0
1867,41.0,452.0,4.0
1868,41.0,468.0,4.0
1869,41.0,470.0,4.0
1870,38.0,466.0,4.0
1871,39.0,486.0,4.0
1872,38.0,486.0,4.0
1873,39.0,520.0,4.0
1874,41.0,522.0,5.0
1875,41.0,527.0,5.0
1876,41.0,528.0,5.0
1877,41.0,531.0,5.0
1878,41.0,530.0,5.0
1879,41.0,521.0,5.0
1880,41.0,524.0,5.0
1881,44.0,577.0,6.0
1882,44.0,586.0,6.0
1883,48.0,625.0,7.0
1884,47.0,629.0,7.0
1885,47.0,629.0,7.0
1886,51.0,662.0,7.0
1887,51.0,660.0,7.0
1888,57.0,730.0,7.0
1889,56.0,730.0,7.0
1890,58.0,760.0,7.0
1891,58.0,762.0,8.0
1892,59.0,774.0,8.0
1893,60.0,779.0,8.0
1894,60.0,780.0,8.0
1895,60.0,799.0,8.0
1896,61.0,802.0,8.0
1897,61.0,806.0,8.0
1898,61.0,812.0,8.0
1899,60.0,810.0,7.0
1900,61.0,826.0,7.0
1901,61.0,831.0,7.0
1902,60.0,841.0,7.0
1903,61.0,864.0,7.0
1904,61.0,862.0,7.0
1905,64.0,913.0,7.0
1906,63.0,912.0,7.0
1907,63.0,939.0,7.0
1908,63.0,942.0,7.0
1909,61.0,947.0,7.0
1910,61.0,952.0,7.0
1911,61.0,955.0,7.0
1912,61.0,954.0,7.0
1913,61.0,956.0,7.0
1914,58.0,940.0,7.0
1915,59.0,957.0,7.0
1916,58.0,934.0,7.0
1917,62.0,932.0,7.0
1918,62.0,924.0,7.0
1919,59.0,903.0,7.0
1920,59.0,900.0,7.0
1921,58.0,899.0,7.0
1922,58.0,917.0,7.0
1923,59.0,936.0,7.0
1924,57.0,915.0,7.0
1925,61.0,968.0,8.0
1926,60.0,958.0,8.0
1927,60.0,961.0,8.0
1928,64.0,999.0,9.0
1929,64.0,990.0,9.0
1930,64.0,991.0,9.0
1931,65.0,1027.0,9.0
1932,63.0,994.0,9.0
1933,65.0,1016.0,9.0
1934,61.0,950.0,9.0
1935,61.0,937.0,8.0
1936,62.0,953.0,8.0
1937,58.0,941.0,8.0
1938,60.0,970.0,8.0
1939,60.0,967.0,8.0
1940,61.0,979.0,6.0
1941,61.0,979.0,6.0
1942,61.0,966.0,7.0
1943,61.0,970.0,7.0
1944,61.0,974.0,7.0
1945,59.0,954.0,7.0
1946,75.0,1056.0,8.0
1947,72.0,1017.0,7.0
1948,76.0,1078.0,7.0
1949,75.0,1066.0,7.0
1950,75.0,1077.0,7.0
1951,85.0,1127.0,9.0
1952,85.0,1124.0,9.0
1953,90.0,1192.0,9.0
1954,90.0,1192.0,9.0
1955,87.0,1134.0,8.0
1956,89.0,1177.0,8.0
1957,84.0,1133.0,7.0
1958,88.0,1179.0,9.0
1959,89.0,1186.0,9.0
1960,85.0,1149.0,9.0
1961,88.0,1164.0,9.0
1962,84.0,1097.0,9.0
1963,88.0,1139.0,9.0
1964,87.0,1128.0,9.0
1965,87.0,1121.0,9.0
1966,86.0,1094.0,9.0
1967,85.0,1086.0,9.0
1968,87.0,1098.0,9.0
1969,91.0,1102.0,9.0
1970,90.0,1093.0,9.0
1971,90.0,1091.0,9.0
1972,91.0,1088.0,9.0
1973,95.0,1138.0,9.0
1974,96.0,1148.0,9.0
1975,96.0,1147.0,9.0
1976,95.0,1151.0,9.0
1977,94.0,1116.0,9.0
1978,95.0,1117.0,9.0
1979,93.0,1099.0,10.0
1980,93.0,1100.0,10.0
1981,99.0,1100.0,10.0
1982,98.0,1098.0,10.0
1983,98.0,1096.0,10.0
1984,99.0,1091.0,10.0
1985,100.0,1085.0,10.0
1986,100.0,1085.0,10.0
1987,100.0,1083.0,10.0
1988,99.0,1076.0,10.0
1989,99.0,1064.0,10.0
1990,100.0,1062.0,10.0
1991,97.0,1056.0,10.0
1992,98.0,1055.0,10.0
1993,98.0,1052.0,9.0
1994,98.0,1050.0,9.0
1995,97.0,1048.0,9.0
1996,99.0,1045.0,9.0
1997,98.0,1051.0,9.0
1998,100.0,1076.0,9.0
1999,95.0,1036.0,8.0
2000,96.0,1044.0,8.0
2001,96.0,1047.0,7.0
2002,93.0,1026.0,7.0
2003,96.0,1054.0,7.0
2004,95.0,1055.0,7.0
2005,99.0,1085.0,7.0
2006,99.0,1073.0,7.0
2007,104.0,1085.0,8.0
2008,104.0,1091.0,8.0
2009,105.0,1088.0,8.0
2010,105.0,1083.0,8.0
2011,105.0,1083.0,8.0
2012,106.0,1069.0,8.0
2013,111.0,1100.0,9.0
2014,109.0,1072.0,9.0
2015,109.0,1095.0,9.0
2016,106.0,1066.0,8.0
2017,107.0,1066.0,8.0
2018,107.0,1070.0,8.0
2019,107.0,1073.0,8.0
2020,97.0,1026.0,7.0
2021,98.0,1017.0,7.0
2022,94.0,931.0,7.0
2023,102.0,1009.0,7.0
2024,102.0,993.0,7.0
2025,95.0,942.0,7.0
2026,95.0,938.0,7.0
2027,92.0,901.0,7.0
2028,99.0,985.0,8.0
2029,99.0,982.0,8.0
2030,101.0,994.0,8.0
2031,99.0,996.0,7.0
2032,95.0,950.0,5.0
2033,97.0,974.0,5.0
2034,98.0,988.0,5.0
2035,95.0,971.0,5.0
2036,94.0,997.0,5.0
2037,91.0,960.0,5.0
2038,96.0,992.0,5.0
2039,98.0,1035.0,5.0
2040,100.0,1037.0,5.0
2041,100.0,1028.0,5.0
2042,98.0,1008.0,5.0
2043,92.0,998.0,5.0
2044,97.0,1035.0,5.0
2045,98.0,1043.0,5.0
2046,100.0,1125.0,5.0
2047,102.0,1154.0,5.0
2048,101.0,1127.0,5.0
2049,103.0,1152.0,5.0
2050,104.0,1154.0,5.0
2051,121.0,1222.0,6.0
2052,122.0,1240.0,6.0
2053,120.0,1231.0,5.0
2054,121.0,1255.0,5.0
2055,114.0,1240.0,5.0
2056,114.0,1242.0,5.0
2057,113.0,1257.0,5.0
2058,113.0,1258.0,5.0
2059,114.0,1267.0,6.0
2060,114.0,1269.0,6.0
2061,115.0,1285.0,6.0
2062,115.0,1285.0,6.0
2063,119.0,1318.0,6.0
2064,120.0,1317.0,6.0
2065,123.0,1325.0,6.0
2066,122.0,1334.0,6.0
2067,123.0,1350.0,6.0
2068,130.0,1397.0,6.0
2069,131.0,1398.0,6.0
2070,130.0,1403.0,6.0
2071,130.0,1410.0,6.0
2072,127.0,1378.0,6.0
2073,129.0,1393.0,6.0
2074,128.0,1385.0,6.0
2075,128.0,1397.0,7.0
2076,128.0,1403.0,7.0
2077,119.0,1337.0,5.0
2078,119.0,1341.0,5.0
2079,117.0,1330.0,5.0
2080,122.0,1351.0,5.0
2081,120.0,1344.0,5.0
2082,119.0,1328.0,5.0
2083,118.0,1328.0,5.0
2084,117.0,1329.0,5.0
2085,125.0,1370.0,5.0
2086,124.0,1360.0,5.0
2087,122.0,1354.0,4.0
2088,122.0,1360.0,4.0
2089,124.0,1348.0,4.0
2090,125.0,1366.0,4.0
2091,125.0,1374.0,4.0
2092,125.0,1385.0,4.0
2093,128.0,1386.0,4.0
2094,127.0,1347.0,4.0
2095,134.0,1387.0,4.0
2096,133.0,1383.0,4.0
2097,132.0,1329.0,4.0
2098,133.0,1347.0,4.0
2099,131.0,1358.0,4.0
2100,127.0,1325.0,4.0
2101,127.0,1328.0,4.0
2102,124.0,1307.0,3.0
2103,125.0,1366.0,3.0
2104,123.0,1324.0,3.0
2105,129.0,1347.0,3.0
2106,129.0,1350.0,3.0
2107,132.0,1347.0,3.0
2108,132.0,1351.0,3.0
2109,132.0,1352.0,3.0
2110,134.0,1348.0,3.0
2111,134.0,1348.0,3.0
2112,134.0,1348.0,3.0
2113,132.0,1327.0,3.0
2114,133.0,1341.0,3.0
2115,136.0,1414.0,4.0
2116,141.0,1440.0,4.0
2117,145.0,1500.0,4.0
2118,142.0,1490.0,4.0
2119,141.0,1496.0,4.0
2120,140.0,1456.0,4.0
2121,136.0,1419.0,4.0
2122,135.0,1428.0,4.0
2123,131.0,1401.0,4.0
2124,132.0,1408.0,4.0
2125,107.0,1304.0,3.0
2126,106.0,1283.0,3.0
2127,106.0,1286.0,3.0
2128,105.0,1276.0,3.0
2129,105.0,1271.0,3.0
2130,105.0,1271.0,3.0
2131,105.0,1263.0,3.0
2132,105.0,1261.0,3.0
2133,104.0,1258.0,2.0
2134,104.0,1255.0,2.0
2135,105.0,1220.0,2.0
2136,105.0,1221.0,2.0
2137,100.0,1207.0,2.0
2138,99.0,1209.0,2.0
2139,99.0,1197.0,2.0
2140,99.0,1203.0,2.0
2141,97.0,1196.0,2.0
2142,91.0,1163.0,2.0
2143,92.0,1183.0,2.0
2144,92.0,1166.0,2.0
2145,94.0,1170.0,2.0
2146,94.0,1171.0,2.0
2147,92.0,1164.0,2.0
2148,92.0,1172.0,2.0
2149,91.0,1127.0,1.0
2150,94.0,1137.0,1.0
2151,94.0,1133.0,1.0
2152,94.0,1114.0,1.0
2153,93.0,1112.0,1.0
2154,92.0,1078.0,1.0
2155,94.0,1085.0,1.0
2156,95.0,1078.0,1.0
2157,97.0,1072.0,1.0
2158,101.0,1074.0,1.0
2159,93.0,1023.0,1.0
2160,93.0,1028.0,1.0
2161,89.0,997.0,1.0
2162,89.0,993.0,1.0
2163,87.0,964.0,1.0
2164,85.0,929.0,1.0
2165,85.0,933.0,1.0
2166,86.0,933.0,1.0
2167,85.0,930.0,1.0
2168,84.0,888.0,1.0
2169,77.0,851.0,1.0
2170,80.0,864.0,1.0
2171,79.0,855.0,2.0
2172,77.0,825.0,2.0
2173,75.0,810.0,2.0
2174,75.0,822.0,2.0
2175,75.0,811.0,2.0
2176,76.0,819.0,2.0
2177,75.0,783.0,2.0
2178,73.0,771.0,2.0
2179,69.0,736.0,2.0
2180,69.0,723.0,2.0
2181,66.0,703.0,2.0
2182,66.0,700.0,2.0
2183,66.0,703.0,2.0
2184,65.0,700.0,2.0
2185,65.0,699.0,2.0
2186,61.0,661.0,2.0
2187,61.0,666.0,2.0
2188,60.0,666.0,2.0
2189,57.0,628.0,1.0
2190,50.0,592.0,1.0
2191,47.0,560.0,1.0
2192,49.0,567.0,1.0
2193,49.0,562.0,1.0
2194,49.0,580.0,1.0
2195,47.0,573.0,1.0
2196,47.0,568.0,1.0
2197,47.0,565.0,1.0
2198,48.0,570.0,1.0
2199,48.0,579.0,1.0
2200,49.0,585.0,1.0
2201,48.0,557.0,1.0
2202,48.0,555.0,1.0
2203,46.0,548.0,1.0
2204,48.0,553.0,1.0
2205,50.0,558.0,1.0
2206,57.0,600.0,1.0
2207,56.0,588.0,1.0
2208,56.0,597.0,1.0
2209,52.0,581.0,1.0
2210,52.0,582.0,1.0
2211,52.0,585.0,1.0
2212,52.0,590.0,1.0
2213,51.0,586.0,1.0
2214,52.0,591.0,1.0
2215,52.0,588.0,1.0
2216,52.0,590.0,2.0
2217,51.0,559.0,2.0
2218,51.0,551.0,2.0
2219,50.0,548.0,2.0
2220,50.0,548.0,2.0
2221,50.0,546.0,2.0
2222,54.0,530.0,2.0
2223,54.0,532.0,2.0
2224,52.0,527.0,2.0
2225,53.0,534.0,2.0
2226,52.0,529.0,2.0
2227,54.0,544.0,2.0
2228,52.0,535.0,2.0
2229,52.0,549.0,2.0
2230,52.0,551.0,2.0
2231,50.0,545.0,2.0
2232,46.0,541.0,2.0
2233,46.0,536.0,2.0
2234,46.0,530.0,1.0
2235,46.0,533.0,1.0
2236,46.0,534.0,1.0
2237,49.0,543.0,1.0
2238,46.0,522.0,1.0
2239,46.0,515.0,2.0
2240,45.0,507.0,2.0
2241,45.0,476.0,2.0
2242,45.0,474.0,2.0
2243,45.0,467.0,2.0
2244,41.0,449.0,2.0
2245,41.0,440.0,2.0
2246,42.0,427.0,2.0
2247,42.0,427.0,2.0
2248,42.0,415.0,2.0
2249,42.0,408.0,2.0
2250,41.0,388.0,2.0
2251,40.0,387.0,2.0
2252,40.0,388.0,2.0
2253,39.0,389.0,2.0
2254,39.0,391.0,2.0
2255,39.0,386.0,2.0
2256,39.0,388.0,2.0
2257,41.0,383.0,2.0
2258,47.0,423.0,2.0
2259,47.0,420.0,2.0
2260,47.0,434.0,2.0
2261,47.0,433.0,2.0
2262,48.0,425.0,2.0
2263,49.0,428.0,2.0
2264,50.0,429.0,2.0
2265,51.0,436.0,2.0
2266,49.0,422.0,2.0
2267,49.0,420.0,2.0
2268,47.0,393.0,2.0
2269,48.0,393.0,2.0
2270,49.0,403.0,2.0
2271,54.0,440.0,2.0
2272,52.0,431.0,2.0
2273,52.0,424.0,2.0
2274,48.0,414.0,2.0
2275,48.0,423.0,2.0
2276,48.0,422.0,2.0
2277,49.0,427.0,2.0
2278,47.0,421.0,2.0
2279,45.0,421.0,2.0
2280,39.0,378.0,2.0
2281,39.0,378.0,2.0
2282,40.0,385.0,2.0
2283,40.0,385.0,2.0
2284,40.0,391.0,2.0
2285,40.0,389.0,2.0
2286,40.0,384.0,2.0
2287,40.0,389.0,2.0
2288,39.0,374.0,2.0
2289,42.0,390.0,2.0
2290,43.0,393.0,1.0
2291,43.0,395.0,1.0
2292,44.0,427.0,1.0
2293,46.0,426.0,1.0
2294,48.0,437.0,1.0
2295,48.0,440.0,1.0
2296,44.0,434.0,1.0
2297,44.0,435.0,1.0
2298,44.0,423.0,1.0
2299,44.0,420.0,1.0
2300,44.0,420.0,1.0
2301,45.0,416.0,1.0
2302,51.0,441.0,1.0
2303,50.0,426.0,2.0
2304,52.0,429.0,2.0
2305,54.0,427.0,2.0
2306,54.0,427.0,2.0
2307,54.0,428.0,2.0
2308,54.0,425.0,2.0
2309,54.0,430.0,2.0
2310,54.0,430.0,2.0
2311,54.0,452.0,2.0
2312,54.0,457.0,2.0
2313,56.0,471.0,2.0
2314,56.0,469.0,2.0
2315,56.0,479.0,3.0
2316,57.0,498.0,3.0
2317,59.0,502.0,3.0
2318,59.0,503.0,3.0
2319,59.0,506.0,3.0
2320,58.0,507.0,3.0
2321,58.0,513.0,3.0
2322,57.0,506.0,3.0
2323,58.0,523.0,3.0
2324,58.0,518.0,3.0
2325,59.0,518.0,3.0
2326,59.0,524.0,3.0
2327,61.0,518.0,3.0
2328,61.0,528.0,3.0
2329,61.0,533.0,3.0
2330,61.0,533.0,3.0
2331,60.0,528.0,3.0
2332,55.0,500.0,3.0
2333,56.0,500.0,3.0
2334,57.0,488.0,3.0
2335,59.0,515.0,3.0
2336,58.0,528.0,3.0
2337,58.0,524.0,3.0
2338,58.0,524.0,3.0
2339,57.0,518.0,3.0
2340,59.0,543.0,4.0
2341,59.0,543.0,4.0
2342,59.0,547.0,5.0
2343,60.0,545.0,5.0
2344,59.0,537.0,5.0
2345,55.0,507.0,5.0
2346,55.0,505.0,5.0
2347,58.0,517.0,6.0
2348,59.0,517.0,6.0
2349,59.0,516.0,6.0
2350,59.0,524.0,6.0
2351,58.0,519.0,6.0
2352,58.0,519.0,6.0
2353,59.0,514.0,6.0
2354,58.0,515.0,6.0
2355,58.0,523.0,6.0
2356,56.0,510.0,6.0
2357,59.0,561.0,7.0
2358,59.0,552.0,7.0
2359,59.0,559.0,7.0
2360,59.0,557.0,7.0
2361,59.0,559.0,7.0
2362,59.0,559.0,7.0
2363,56.0,564.0,7.0
2364,56.0,561.0,7.0
2365,56.0,559.0,7.0
2366,56.0,535.0,7.0
2367,55.0,532.0,7.0
2368,53.0,526.0,7.0
2369,53.0,525.0,7.0
2370,53.0,524.0,7.0
2371,52.0,524.0,7.0
2372,51.0,528.0,7.0
2373,51.0,529.0,7.0
2374,51.0,529.0,7.0
2375,48.0,516.0,7.0
2376,43.0,524.0,8.0
2377,42.0,509.0,7.0
2378,40.0,506.0,7.0
2379,38.0,500.0,6.0
2380,38.0,505.0,6.0
2381,37.0,489.0,6.0
2382,41.0,494.0,6.0
2383,41.0,490.0,6.0
2384,41.0,488.0,6.0
2385,37.0,455.0,6.0
2386,37.0,457.0,6.0
2387,37.0,450.0,6.0
2388,38.0,458.0,6.0
2389,38.0,447.0,5.0
2390,39.0,463.0,5.0
2391,37.0,466.0,5.0
2392,41.0,483.0,5.0
2393,41.0,483.0,5.0
2394,41.0,482.0,5.0
2395,42.0,493.0,5.0
2396,42.0,484.0,5.0
2397,48.0,497.0,5.0
2398,47.0,504.0,5.0
2399,48.0,512.0,6.0
2400,49.0,508.0,6.0
2401,46.0,521.0,6.0
2402,46.0,529.0,6.0
2403,47.0,534.0,6.0
2404,48.0,544.0,6.0
2405,48.0,565.0,6.0
2406,47.0,555.0,6.0
2407,47.0,559.0,6.0
2408,48.0,569.0,6.0
2409,46.0,552.0,6.0
2410,48.0,556.0,6.0
2411,47.0,554.0,6.0
2412,49.0,558.0,6.0
2413,49.0,562.0,6.0
2414,53.0,558.0,5.0
2415,57.0,604.0,5.0
2416,58.0,613.0,5.0
2417,57.0,610.0,5.0
2418,58.0,614.0,5.0
2419,57.0,611.0,5.0
2420,58.0,636.0,5.0
2421,55.0,628.0,4.0
2422,55.0,665.0,4.0
2423,54.0,657.0,4.0
2424,54.0,665.0,4.0
2425,54.0,668.0,4.0
2426,55.0,695.0,5.0
2427,55.0,694.0,6.0
2428,56.0,702.0,6.0
2429,56.0,707.0,7.0
2430,56.0,707.0,7.0
2431,54.0,671.0,6.0
2432,59.0,722.0,6.0
2433,59.0,715.0,6.0
2434,59.0,724.0,6.0
2435,59.0,718.0,6.0
2436,62.0,743.0,6.0
2437,62.0,765.0,6.0
2438,62.0,765.0,6.0
2439,63.0,775.0,6.0
2440,63.0,766.0,6.0
2441,61.0,772.0,6.0
2442,62.0,778.0,6.0
2443,62.0,785.0,6.0
2444,64.0,793.0,6.0
2445,64.0,798.0,6.0
2446,65.0,797.0,6.0
2447,66.0,797.0,6.0
2448,69.0,793.0,6.0
2449,69.0,796.0,5.0
2450,68.0,778.0,5.0
2451,68.0,795.0,6.0
2452,68.0,791.0,7.0
2453,74.0,846.0,9.0
2454,74.0,852.0,9.0
2455,77.0,860.0,9.0
2456,73.0,861.0,9.0
2457,73.0,859.0,9.0
2458,73.0,855.0,9.0
2459,73.0,859.0,9.0
2460,73.0,857.0,9.0
2461,72.0,856.0,9.0
2462,71.0,836.0,9.0
2463,71.0,882.0,9.0
2464,70.0,876.0,9.0
2465,71.0,887.0,9.0
2466,72.0,912.0,9.0
2467,72.0,911.0,9.0
2468,75.0,920.0,9.0
2469,76.0,922.0,9.0
2470,76.0,923.0,9.0
2471,71.0,911.0,9.0
2472,70.0,912.0,9.0
2473,68.0,908.0,8.0
2474,68.0,926.0,8.0
2475,70.0,925.0,8.0
2476,70.0,935.0,8.0
2477,73.0,967.0,8.0
2478,74.0,966.0,8.0
2479,81.0,995.0,8.0
2480,81.0,1009.0,9.0
2481,84.0,1072.0,9.0
2482,84.0,1085.0,9.0
2483,83.0,1081.0,9.0
2484,82.0,1076.0,9.0
2485,84.0,1078.0,9.0
2486,81.0,1078.0,9.0
2487,81.0,1111.0,9.0
2488,76.0,1086.0,9.0
2489,73.0,1077.0,9.0
2490,72.0,1052.0,8.0
2491,74.0,1085.0,8.0
2492,73.0,1080.0,8.0
2493,76.0,1124.0,8.0
2494,79.0,1139.0,9.0
2495,79.0,1141.0,9.0
2496,78.0,1127.0,9.0
2497,82.0,1145.0,9.0
2498,82.0,1129.0,8.0
2499,84.0,1160.0,7.0
2500,84.0,1142.0,7.0
2501,86.0,1180.0,7.0
2502,88.0,1188.0,8.0
2503,85.0,1172.0,7.0
2504,87.0,1208.0,7.0
2505,87.0,1206.0,7.0
2506,86.0,1216.0,7.0
2507,87.0,1225.0,7.0
2508,86.0,1213.0,7.0
2509,89.0,1234.0,7.0
2510,85.0,1204.0,7.0
2511,89.0,1215.0,7.0
2512,89.0,1229.0,8.0
2513,93.0,1236.0,8.0
2514,94.0,1252.0,8.0
2515,95.0,1218.0,8.0
2516,95.0,1203.0,8.0
2517,96.0,1205.0,8.0
2518,94.0,1198.0,9.0
2519,96.0,1194.0,9.0
2520,95.0,1198.0,8.0
2521,95.0,1211.0,8.0
2522,91.0,1162.0,8.0
2523,90.0,1163.0,8.0
2524,90.0,1170.0,8.0
2525,92.0,1185.0,8.0
2526,96.0,1212.0,8.0
2527,90.0,1181.0,6.0
2528,90.0,1178.0,6.0
2529,88.0,1154.0,6.0
2530,88.0,1141.0,6.0
2531,107.0,1252.0,7.0
2532,107.0,1250.0,7.0
2533,108.0,1282.0,8.0
2534,108.0,1290.0,9.0
2535,108.0,1271.0,9.0
2536,108.0,1291.0,9.0
2537,108.0,1267.0,9.0
2538,110.0,1275.0,9.0
2539,113.0,1302.0,9.0
2540,109.0,1243.0,9.0
2541,119.0,1324.0,10.0
2542,115.0,1317.0,10.0
2543,118.0,1367.0,11.0
2544,119.0,1366.0,11.0
2545,121.0,1371.0,11.0
2546,122.0,1373.0,11.0
2547,123.0,1358.0,11.0
2548,122.0,1347.0,11.0
2549,118.0,1323.0,11.0
2550,118.0,1303.0,11.0
2551,112.0,1274.0,10.0
2552,110.0,1275.0,9.0
2553,107.0,1266.0,9.0
2554,107.0,1255.0,9.0
2555,104.0,1229.0,9.0
2556,102.0,1221.0,9.0
2557,103.0,1220.0,9.0
2558,104.0,1279.0,9.0
2559,104.0,1294.0,10.0
2560,109.0,1358.0,13.0
2561,108.0,1328.0,13.0
2562,110.0,1348.0,13.0
2563,110.0,1338.0,13.0
2564,111.0,1356.0,13.0
2565,109.0,1352.0,13.0
2566,110.0,1357.0,13.0
2567,110.0,1338.0,12.0
2568,108.0,1336.0,13.0
2569,109.0,1341.0,13.0
2570,110.0,1348.0,13.0
2571,106.0,1327.0,13.0
2572,106.0,1348.0,13.0
2573,104.0,1337.0,13.0
2574,104.0,1334.0,13.0
2575,103.0,1323.0,13.0
2576,104.0,1346.0,13.0
2577,104.0,1331.0,13.0
2578,110.0,1372.0,14.0
2579,114.0,1380.0,14.0
2580,115.0,1383.0,14.0
2581,115.0,1340.0,13.0
2582,116.0,1349.0,14.0
2583,114.0,1344.0,13.0
2584,115.0,1349.0,13.0
2585,111.0,1323.0,12.0
2586,111.0,1341.0,12.0
2587,108.0,1326.0,12.0
2588,107.0,1329.0,12.0
2589,107.0,1335.0,12.0
2590,107.0,1356.0,13.0
2591,106.0,1347.0,13.0
2592,106.0,1337.0,13.0
2593,104.0,1340.0,13.0
2594,102.0,1329.0,13.0
2595,102.0,1300.0,13.0
2596,106.0,1360.0,13.0
2597,108.0,1344.0,13.0
2598,108.0,1331.0,13.0
2599,106.0,1285.0,13.0
2600,101.0,1203.0,13.0
2601,100.0,1190.0,13.0
2602,100.0,1185.0,13.0
2603,99.0,1179.0,13.0
2604,99.0,1186.0,13.0
2605,82.0,1071.0,12.0
2606,84.0,1108.0,12.0
2607,83.0,1107.0,11.0
2608,83.0,1103.0,11.0
2609,83.0,1107.0,11.0
2610,86.0,1120.0,11.0
2611,86.0,1130.0,11.0
2612,98.0,1180.0,11.0
2613,95.0,1157.0,11.0
2614,95.0,1180.0,11.0
2615,84.0,1122.0,11.0
2616,88.0,1169.0,11.0
2617,83.0,1126.0,11.0
2618,82.0,1117.0,11.0
2619,83.0,1141.0,11.0
2620,81.0,1134.0,11.0
2621,80.0,1155.0,11.0
2622,84.0,1191.0,12.0
2623,84.0,1195.0,12.0
2624,84.0,1182.0,10.0
2625,78.0,1115.0,10.0
2626,77.0,1111.0,10.0
2627,77.0,1126.0,10.0
2628,80.0,1147.0,10.0
2629,81.0,1159.0,10.0
2630,83.0,1173.0,10.0
2631,83.0,1171.0,10.0
2632,83.0,1152.0,10.0
2633,88.0,1193.0,11.0
2634,91.0,1221.0,11.0
2635,90.0,1248.0,11.0
2636,92.0,1251.0,14.0
2637,92.0,1254.0,14.0
2638,94.0,1245.0,14.0
2639,95.0,1258.0,14.0
2640,95.0,1264.0,14.0
2641,99.0,1275.0,14.0
2642,103.0,1281.0,13.0
2643,104.0,1273.0,13.0
2644,108.0,1306.0,13.0
2645,108.0,1293.0,13.0
2646,110.0,1317.0,13.0
2647,109.0,1320.0,13.0
2648,108.0,1304.0,13.0
2649,108.0,1306.0,13.0
2650,106.0,1265.0,12.0
2651,106.0,1270.0,12.0
2652,101.0,1238.0,12.0
2653,99.0,1238.0,11.0
2654,101.0,1235.0,10.0
2655,101.0,1219.0,10.0
2656,104.0,1246.0,9.0
2657,105.0,1254.0,9.0
2658,106.0,1260.0,11.0
2659,106.0,1261.0,11.0
2660,107.0,1261.0,11.0
2661,110.0,1267.0,11.0
2662,111.0,1277.0,11.0
2663,115.0,1290.0,11.0
2664,115.0,1276.0,10.0
2665,118.0,1331.0,10.0
2666,118.0,1349.0,11.0
2667,118.0,1350.0,11.0
2668,119.0,1353.0,11.0
2669,117.0,1345.0,11.0
2670,122.0,1342.0,11.0
2671,120.0,1331.0,11.0
2672,121.0,1335.0,11.0
2673,121.0,1299.0,11.0
2674,121.0,1274.0,11.0
2675,129.0,1321.0,11.0
2676,130.0,1343.0,11.0
2677,149.0,1430.0,12.0
2678,149.0,1441.0,12.0
2679,149.0,1431.0,12.0
2680,148.0,1420.0,12.0
2681,149.0,1418.0,12.0
2682,149.0,1428.0,12.0
2683,149.0,1436.0,12.0
2684,145.0,1401.0,12.0
2685,146.0,1419.0,12.0
2686,129.0,1331.0,12.0
2687,132.0,1378.0,12.0
2688,132.0,1372.0,12.0
2689,132.0,1368.0,12.0
2690,129.0,1345.0,11.0
2691,128.0,1338.0,11.0
2692,129.0,1346.0,11.0
2693,128.0,1340.0,11.0
2694,131.0,1357.0,11.0
2695,131.0,1352.0,12.0
2696,129.0,1283.0,12.0
2697,132.0,1284.0,12.0
2698,137.0,1332.0,13.0
2699,137.0,1330.0,11.0
2700,136.0,1324.0,11.0
2701,136.0,1326.0,11.0
2702,133.0,1296.0,11.0
2703,136.0,1293.0,11.0
2704,133.0,1250.0,11.0
2705,136.0,1270.0,11.0
2706,137.0,1271.0,11.0
2707,136.0,1267.0,12.0
2708,136.0,1264.0,12.0
2709,136.0,1245.0,10.0
2710,135.0,1233.0,10.0
2711,133.0,1218.0,10.0
2712,134.0,1228.0,10.0
2713,133.0,1228.0,11.0
2714,133.0,1229.0,11.0
2715,130.0,1218.0,11.0
2716,125.0,1194.0,11.0
2717,124.0,1187.0,11.0
2718,122.0,1187.0,11.0
2719,123.0,1198.0,11.0
